transaction_id,amount,payment_method,account_age_days,device_age_days,transactions_last_24h,previous_chargebacks,ip_risk,device_risk,unknown_location,is_fraud
TXN-002768,102077.01,CARD,2376,22,20,4,0.258,0.685,1,1
TXN-002769,1810.03,WALLET,1553,1482,19,5,0.597,0.922,0,1
TXN-002770,19919.3,WALLET,2245,976,2,4,0.768,0.443,0,0
TXN-002771,56250.33,UPI,841,1167,19,3,0.144,0.223,0,0
TXN-002772,121203.77,WALLET,286,1373,26,0,0.055,0.438,0,1
TXN-002773,83129.41,WALLET,707,384,22,0,0.407,0.967,0,1
TXN-002774,34851.06,CARD,213,294,7,4,0.589,0.23,0,1
TXN-002775,60230.22,UPI,1548,1160,9,5,0.227,0.917,0,0
TXN-002776,28690.31,WALLET,2203,803,11,1,0.599,0.09,1,0
TXN-002777,107338.83,UPI,136,784,28,2,0.254,0.886,1,1
TXN-002778,71883.58,NETBANKING,1006,219,4,4,0.632,0.765,1,1
TXN-002779,54380.29,NETBANKING,587,1085,26,0,0.324,0.974,0,0
TXN-002780,54838.01,UPI,1965,1142,28,3,0.551,0.638,0,1
TXN-002781,27145.9,CARD,2418,267,6,0,0.249,0.075,0,0
TXN-002782,14045.2,NETBANKING,2295,822,14,1,0.951,0.776,0,0
TXN-002783,116532.76,CARD,2128,1018,7,5,0.076,0.801,0,0
TXN-002784,26134.8,UPI,1942,1366,19,3,0.31,0.115,0,1
TXN-002785,27494.42,UPI,1930,10,1,2,0.079,0.041,1,1
TXN-002786,102747.73,CARD,87,302,22,1,0.731,0.656,0,0
TXN-002787,73415.85,NETBANKING,1502,557,3,3,0.275,0.498,0,1
TXN-002788,133218.09,WALLET,1701,270,28,3,0.32,0.74,0,1
TXN-002789,102173.8,WALLET,1036,565,6,0,0.23,0.721,0,0
TXN-002790,115073.62,NETBANKING,2224,387,7,0,0.573,0.372,0,0
TXN-002791,103350.29,CARD,1630,1096,23,5,0.01,0.049,0,1
TXN-002792,146675.7,CARD,939,276,13,3,0.075,0.742,1,1
TXN-002793,15048.48,WALLET,29,196,12,0,0.722,0.565,0,0
TXN-002794,4253.55,CARD,1436,151,19,1,0.046,0.848,0,1
TXN-002795,34104.02,CARD,2315,922,27,0,0.831,0.575,0,0
TXN-002796,75877.58,UPI,1408,1097,21,2,0.914,0.811,0,0
TXN-002797,120330.64,WALLET,342,579,20,1,0.974,0.904,0,0
TXN-002798,68977.61,UPI,1269,376,10,4,0.811,0.827,1,1
TXN-002799,19629.88,UPI,2119,1118,8,5,0.07,0.3,1,0
TXN-002800,35421.6,WALLET,1889,984,6,2,0.297,0.635,0,0
TXN-002801,93433.12,WALLET,2126,1015,6,4,0.974,0.376,0,1
TXN-002802,60974.48,NETBANKING,913,1062,28,5,0.648,0.835,1,0
TXN-002803,34036.52,UPI,1216,257,10,3,0.581,0.419,0,0
TXN-002804,85186.86,UPI,2464,135,14,5,0.354,0.228,0,1
TXN-002805,25252.11,WALLET,567,258,12,2,0.594,0.923,0,0
TXN-002806,34716.24,UPI,1100,1290,2,0,0.679,0.148,0,0
TXN-002807,17135.97,WALLET,756,374,13,2,0.911,0.259,0,0
TXN-002808,118215.13,UPI,270,1069,9,1,0.918,0.797,0,0
TXN-002809,147759.36,NETBANKING,1837,628,6,1,0.575,0.637,0,0
TXN-002810,136747.91,WALLET,1953,169,12,1,0.863,0.02,0,1
TXN-002811,136925.08,NETBANKING,1905,1493,25,1,0.403,0.011,0,0
TXN-002812,2483.29,UPI,228,886,10,3,0.407,0.865,0,1
TXN-002813,75535.4,CARD,1331,652,9,5,0.938,0.714,0,0
TXN-002814,18828.65,WALLET,2453,295,24,5,0.75,0.735,0,0
TXN-002815,40219.16,CARD,805,627,8,5,0.575,0.587,0,0
TXN-002816,110927.32,CARD,1421,358,17,3,0.558,0.222,0,1
TXN-002817,119741.72,UPI,907,505,1,3,0.232,0.34,0,1
TXN-002818,34577.42,NETBANKING,416,367,5,2,0.758,0.933,0,1
TXN-002819,122857.88,CARD,226,496,8,2,0.045,0.916,0,1
TXN-002820,123242.76,NETBANKING,393,59,16,5,0.09,0.947,0,1
TXN-002821,88205.02,NETBANKING,215,560,5,1,0.895,0.818,0,1
TXN-002822,10773.84,CARD,1521,763,28,0,0.132,0.233,0,0
TXN-002823,11397.62,UPI,1022,708,29,0,0.349,0.743,0,0
TXN-002824,146118.56,WALLET,451,683,23,3,0.858,0.314,0,0
TXN-002825,58910.55,CARD,712,1055,21,5,0.131,0.278,0,0
TXN-002826,64644.43,WALLET,550,153,22,5,0.873,0.657,0,1
TXN-002827,1487.79,UPI,1877,893,3,2,0.042,0.154,0,0
TXN-002828,53839.05,WALLET,2440,913,15,0,0.306,0.686,0,0
TXN-002829,75827.44,UPI,448,91,3,2,0.765,0.418,0,0
TXN-002830,90024.37,WALLET,2104,1075,17,4,0.098,0.594,0,0
TXN-002831,134385.1,UPI,1581,498,18,4,0.114,0.967,0,1
TXN-002832,122613.3,NETBANKING,1723,1221,2,2,0.628,0.661,0,0
TXN-002833,113835.94,CARD,1558,981,6,4,0.034,0.479,0,1
TXN-002834,366.46,UPI,1190,917,5,5,0.193,0.211,0,1
TXN-002835,77413.18,UPI,2186,455,2,3,0.604,0.952,1,1
TXN-002836,38369.96,NETBANKING,2489,1124,7,3,0.461,0.079,0,0
TXN-002837,5394.26,WALLET,1553,1079,17,5,0.418,0.373,1,0
TXN-002838,133992.99,UPI,1741,624,12,3,0.045,0.669,0,1
TXN-002839,45620.16,UPI,2064,100,30,5,0.656,0.21,0,0
TXN-002840,20291.94,NETBANKING,1756,679,25,1,0.24,0.47,0,0
TXN-002841,2862.44,CARD,408,776,16,5,0.557,0.108,0,1
TXN-002842,42547.38,WALLET,630,26,28,0,0.144,0.665,0,0
TXN-002843,43581.85,NETBANKING,98,1348,2,2,0.296,0.993,1,0
TXN-002844,87963.76,CARD,2327,1016,13,5,0.458,0.52,0,1
TXN-002845,14699.77,CARD,55,415,26,2,0.249,0.22,0,1
TXN-002846,12012.24,CARD,1282,323,20,2,0.618,0.226,0,0
TXN-002847,107109.04,UPI,1793,1164,19,5,0.413,0.99,0,1
TXN-002848,92917.67,CARD,1472,205,17,4,0.798,0.157,0,1
TXN-002849,49163.23,WALLET,229,9,6,1,0.25,0.13,0,0
TXN-002850,111559.35,WALLET,419,378,12,0,0.659,0.519,0,1
TXN-002851,77535.75,CARD,2077,25,11,0,0.413,0.431,1,0
TXN-002852,32704.73,CARD,1999,1080,18,2,0.771,0.486,1,1
TXN-002853,57304.45,CARD,1706,170,11,1,0.474,0.611,1,1
TXN-002854,23378.39,CARD,656,532,23,4,0.149,0.537,0,0
TXN-002855,36723.02,WALLET,962,947,3,2,0.367,0.226,0,0
TXN-002856,4831.77,CARD,1558,1391,13,5,0.587,0.122,0,0
TXN-002857,37355.6,WALLET,27,785,3,0,0.264,0.931,0,0
TXN-002858,122205.95,CARD,1292,775,22,5,0.599,0.888,0,1
TXN-002859,100395.2,CARD,1186,130,2,1,0.262,0.281,0,0
TXN-002860,16718.56,UPI,1279,20,11,0,0.697,0.231,0,0
TXN-002861,88128.23,UPI,1269,639,15,0,0.502,0.414,1,0
TXN-002862,121020.16,WALLET,1857,205,10,5,0.818,0.459,0,1
TXN-002863,15774.51,NETBANKING,1597,557,11,3,0.125,0.765,0,0
TXN-002864,70912.24,NETBANKING,224,932,24,2,0.027,0.215,0,1
TXN-002865,94145.4,WALLET,16,1238,8,1,0.608,0.708,0,1
TXN-002866,122391.47,WALLET,1231,146,1,3,0.017,0.168,0,1
TXN-002867,9898.61,UPI,1425,1002,30,3,0.241,0.685,0,1
TXN-002868,80118.93,WALLET,1362,605,14,0,0.166,0.226,0,0
TXN-002869,3295.62,NETBANKING,1806,596,17,3,0.464,0.3,1,0
TXN-002870,95458.84,NETBANKING,2084,517,17,0,0.467,0.898,0,0
TXN-002871,3900.44,UPI,1868,960,1,0,0.445,0.95,0,0
TXN-002872,136127.23,CARD,828,76,15,4,0.103,0.932,0,1
TXN-002873,105552.29,WALLET,214,75,9,4,0.024,0.922,0,1
TXN-002874,141727.5,NETBANKING,1369,1213,14,3,0.279,0.232,1,0
TXN-002875,109588.65,NETBANKING,1533,332,8,4,0.986,0.48,0,0
TXN-002876,54092.95,UPI,227,638,20,5,0.797,0.584,0,0
TXN-002877,32244.91,WALLET,458,1257,16,5,0.831,0.235,0,0
TXN-002878,130371.08,WALLET,634,560,17,3,0.718,0.152,0,0
TXN-002879,56479.76,NETBANKING,998,1274,5,3,0.659,0.388,0,1
TXN-002880,11828.31,CARD,1121,1181,7,0,0.895,0.482,1,0
TXN-002881,5103.38,UPI,1497,746,18,5,0.101,0.873,0,0
TXN-002882,17854.51,UPI,1592,280,11,0,0.393,0.811,1,0
TXN-002883,55712.07,NETBANKING,1611,620,13,1,0.82,0.535,1,1
TXN-002884,140806.86,NETBANKING,1478,996,1,1,0.599,0.237,0,0
TXN-002885,147330.1,WALLET,1629,1195,5,2,0.322,0.604,0,1
TXN-002886,138595.09,WALLET,220,15,2,5,0.08,0.958,0,1
TXN-002887,49072.77,UPI,1701,145,28,4,0.46,0.562,0,1
TXN-002888,13249.23,CARD,5,97,22,5,0.556,0.14,0,0
TXN-002889,56382.65,UPI,2297,830,16,1,0.197,0.932,0,1
TXN-002890,39433.67,UPI,2023,1385,29,3,0.949,0.245,0,0
TXN-002891,108723.44,UPI,2482,284,5,0,0.772,0.53,0,1
TXN-002892,32077.1,UPI,2156,1490,13,2,0.122,0.384,0,1
TXN-002893,62077.65,UPI,1788,1245,8,3,0.507,0.317,1,1
TXN-002894,69419.97,NETBANKING,62,500,5,1,0.782,0.666,1,0
TXN-002895,146628.88,CARD,2186,306,29,5,0.805,0.805,0,1
TXN-002896,90415.19,WALLET,2389,533,20,4,0.568,0.846,0,1
TXN-002897,136058.92,WALLET,1054,529,10,5,0.52,0.76,0,0
TXN-002898,109473.94,WALLET,2078,232,28,0,0.074,0.783,0,1
TXN-002899,38699.84,UPI,1313,1151,16,3,0.085,0.334,0,0
TXN-002900,136485.96,CARD,1973,1087,16,4,0.052,0.922,1,1
TXN-002901,2470.13,NETBANKING,1599,483,15,1,0.116,0.179,0,0
TXN-002902,32532.98,CARD,1328,1042,10,0,0.535,0.007,1,0
TXN-002903,92922.35,WALLET,1919,466,24,3,0.97,0.797,0,0
TXN-002904,127921.97,NETBANKING,1419,139,19,5,0.816,0.255,0,1
TXN-002905,11116.22,WALLET,888,802,30,3,0.012,0.71,0,0
TXN-002906,59002.44,WALLET,1766,214,4,1,0.365,0.556,0,0
TXN-002907,119492.75,UPI,1481,815,8,0,0.743,0.508,0,0
TXN-002908,149134.52,CARD,2095,956,8,1,0.799,0.039,0,1
TXN-002909,95537.84,CARD,1749,724,25,2,0.545,0.149,0,1
TXN-002910,9701.61,WALLET,93,1128,10,1,0.545,0.253,0,0
TXN-002911,24108.85,WALLET,858,1289,13,2,0.066,0.625,0,0
TXN-002912,102696.24,UPI,76,745,29,0,0.032,0.115,0,0
TXN-002913,19410.32,CARD,852,1414,2,0,0.21,0.011,0,0
TXN-002914,48403.6,CARD,2167,473,1,5,0.904,0.67,0,1
TXN-002915,68588.81,CARD,2353,235,14,4,0.142,0.957,0,0
TXN-002916,106448.69,CARD,508,865,27,3,0.612,0.836,0,1
TXN-002917,31030.56,UPI,1042,766,9,2,0.064,0.019,0,0
TXN-002918,87084.7,UPI,126,1405,18,2,0.29,0.734,1,1
TXN-002919,109357.34,UPI,2007,834,10,1,0.58,0.413,0,0
TXN-002920,44428.15,UPI,1470,13,11,0,0.654,0.964,0,1
TXN-002921,107853.76,CARD,501,676,27,1,0.708,0.372,0,1
TXN-002922,118998.18,UPI,1329,1031,27,4,0.193,0.456,0,1
TXN-002923,138192.96,UPI,1254,1018,13,1,0.938,0.746,0,1
TXN-002924,16065.39,UPI,1351,326,27,2,0.319,0.686,0,0
TXN-002925,81540.35,CARD,1647,83,8,0,0.983,0.276,1,0
TXN-002926,3078.82,NETBANKING,2186,1040,1,5,0.759,0.471,1,1
TXN-002927,133338.15,NETBANKING,538,365,20,1,0.368,0.703,0,0
TXN-002928,27238.9,NETBANKING,1445,1155,14,3,0.321,0.496,1,1
TXN-002929,28336.2,WALLET,2427,1123,8,0,0.709,0.759,0,0
TXN-002930,66378.57,NETBANKING,1332,1399,4,0,0.997,0.001,1,0
TXN-002931,85608.98,UPI,447,714,22,1,0.182,0.777,0,0
TXN-002932,89307.39,WALLET,249,16,30,4,0.196,0.459,0,0
TXN-002933,95379.41,CARD,29,1407,30,3,0.281,0.903,0,0
TXN-002934,85879.52,WALLET,2365,1218,5,3,0.105,0.906,0,0
TXN-002935,136863.56,CARD,866,1067,22,3,0.748,0.882,0,1
TXN-002936,110108.67,WALLET,2100,1336,4,4,0.773,0.258,0,1
TXN-002937,36482.64,UPI,17,964,8,3,0.587,0.615,1,0
TXN-002938,46963.68,NETBANKING,1269,568,4,0,0.452,0.582,0,0
TXN-002939,96073.4,NETBANKING,1167,1340,8,2,0.769,0.83,1,1
TXN-002940,4745.79,NETBANKING,1022,699,19,5,0.92,0.209,1,0
TXN-002941,95560.88,UPI,1893,1242,23,4,0.966,0.364,0,1
TXN-002942,33522.95,WALLET,1352,854,22,4,0.072,0.477,0,0
TXN-002943,101610.86,WALLET,863,117,15,5,0.67,0.806,0,0
TXN-002944,14178.52,CARD,1296,1347,1,5,0.626,0.492,1,0
TXN-002945,23592.66,CARD,809,1466,23,4,0.322,0.014,0,0
TXN-002946,90641.81,CARD,2271,683,22,0,0.728,0.224,0,1
TXN-002947,23877.44,CARD,1285,1423,22,5,0.331,0.119,1,1
TXN-002948,89175.91,UPI,772,287,5,1,0.268,0.487,0,0
TXN-002949,49527.91,UPI,2397,498,23,2,0.314,0.345,0,0
TXN-002950,22404.6,UPI,1684,233,16,2,0.074,0.418,0,0
TXN-002951,118965.74,NETBANKING,1926,803,4,1,0.108,0.564,1,0
TXN-002952,22206.49,UPI,1715,666,1,3,0.735,0.103,0,0
TXN-002953,135962.13,CARD,109,747,13,2,0.283,0.557,0,0
TXN-002954,140527.81,NETBANKING,1515,664,26,2,0.581,0.051,0,0
TXN-002955,64362.72,WALLET,2042,998,25,4,0.606,0.672,0,0
TXN-002956,73274.98,CARD,2362,1482,20,0,0.263,0.823,0,0
TXN-002957,104172.71,CARD,1640,1159,13,5,0.661,0.82,0,0
TXN-002958,84464.6,CARD,753,307,2,4,0.444,0.949,0,1
TXN-002959,116011.51,UPI,1769,1318,30,3,0.024,0.721,0,1
TXN-002960,8466.96,CARD,1036,634,20,0,0.457,0.599,0,0
TXN-002961,109244.56,CARD,974,1406,27,1,0.588,0.635,0,0
TXN-002962,56750.88,CARD,461,6,28,2,0.224,0.48,0,0
TXN-002963,6414.35,UPI,2291,258,29,1,0.511,0.652,0,0
TXN-002964,116932.63,NETBANKING,1172,1271,18,2,0.491,0.541,0,0
TXN-002965,140036.5,UPI,1640,397,5,1,0.693,0.519,0,0
TXN-002966,25194.91,UPI,1193,530,14,5,0.419,0.503,0,0
TXN-002967,40685.68,WALLET,54,1163,14,5,0.822,0.647,0,1
TXN-002968,94181.31,NETBANKING,725,741,15,1,0.453,0.466,0,0
TXN-002969,135930.42,NETBANKING,58,905,1,5,0.699,0.273,0,1
TXN-002970,116337.88,UPI,1778,177,5,4,0.514,0.607,0,1
TXN-002971,78415.66,CARD,2100,301,29,3,0.687,0.071,0,1
TXN-002972,4124.18,NETBANKING,803,1010,3,5,0.516,0.424,0,0
TXN-002973,59732.35,UPI,825,153,23,5,0.401,0.306,0,0
TXN-002974,21737.35,CARD,505,357,25,2,0.134,0.685,0,0
TXN-002975,40581.54,WALLET,74,174,19,4,0.086,0.617,0,0
TXN-002976,514.19,UPI,1931,3,23,4,0.779,0.685,0,1
TXN-002977,6007.5,WALLET,424,1484,2,3,0.827,0.058,0,0
TXN-002978,82240.98,NETBANKING,1814,1223,13,3,0.699,0.648,0,1
TXN-002979,8150.91,UPI,376,72,30,4,0.925,0.051,0,0
TXN-002980,74504.69,NETBANKING,116,1488,6,0,0.372,0.149,0,1
TXN-002981,114413.92,CARD,720,68,3,0,0.99,0.172,0,0
TXN-002982,118604.32,WALLET,1102,1328,15,5,0.693,0.664,0,0
TXN-002983,63396.92,WALLET,1267,522,27,1,0.347,0.384,1,0
TXN-002984,24947.95,NETBANKING,342,829,10,0,0.349,0.719,0,0
TXN-002985,119022.44,NETBANKING,381,385,8,3,0.937,0.983,0,1
TXN-002986,119453.58,WALLET,2349,1407,20,3,0.379,0.115,0,0
TXN-002987,48102.57,WALLET,363,938,10,4,0.657,0.8,1,0
TXN-002988,58708.72,UPI,1127,559,19,4,0.035,0.058,0,1
TXN-002989,110197.26,NETBANKING,1820,524,9,2,0.027,0.617,1,1
TXN-002990,38839.71,CARD,1300,298,15,5,0.591,0.097,0,0
TXN-002991,8607.39,NETBANKING,291,1095,9,3,0.677,0.897,1,0
TXN-002992,122794.11,UPI,995,732,27,4,0.412,0.5,0,0
TXN-002993,68148.57,CARD,1127,1420,30,4,0.008,0.759,0,0
TXN-002994,62846.81,CARD,1418,1262,16,5,0.932,0.009,0,1
TXN-002995,24678.41,WALLET,2245,209,23,4,0.141,0.064,0,0
TXN-002996,38382.18,NETBANKING,1831,625,13,0,0.295,0.584,0,0
TXN-002997,82191.73,NETBANKING,1944,370,3,2,0.43,0.458,0,0
TXN-002998,121319.96,NETBANKING,591,1273,27,1,0.424,0.864,0,1
TXN-002999,81309.55,WALLET,1928,678,10,2,0.329,0.258,0,0
TXN-003000,35416.46,UPI,474,1251,30,1,0.722,0.581,0,0
TXN-003001,137549.19,NETBANKING,2467,891,6,5,0.454,0.663,0,1
TXN-003002,134382.31,UPI,455,314,27,2,0.841,0.528,0,1
TXN-003003,63347.66,NETBANKING,1668,244,30,0,0.981,0.41,0,0
TXN-003004,105214.46,CARD,255,954,1,5,0.419,0.613,1,0
TXN-003005,145173.28,UPI,1552,72,5,5,0.131,0.636,0,1
TXN-003006,32055.66,WALLET,722,1333,23,3,0.067,0.414,0,1
TXN-003007,130843.51,NETBANKING,1714,386,28,0,0.8,0.105,0,1
TXN-003008,2249.0,CARD,2284,1000,18,0,0.906,0.416,0,1
TXN-003009,129278.74,NETBANKING,2104,822,13,1,0.354,0.326,0,0
TXN-003010,4405.48,CARD,1387,286,3,1,0.915,0.523,1,1
TXN-003011,6321.39,NETBANKING,1117,799,19,5,0.606,0.761,0,0
TXN-003012,126120.73,NETBANKING,1840,74,11,1,0.044,0.079,0,0
TXN-003013,81105.07,WALLET,374,344,7,5,0.159,0.017,0,0
TXN-003014,147026.4,CARD,1813,985,18,3,0.136,0.945,0,1
TXN-003015,79424.72,WALLET,120,1480,8,1,0.006,0.994,0,0
TXN-003016,124691.16,WALLET,328,15,14,1,0.666,0.228,0,0
TXN-003017,52109.11,NETBANKING,1968,498,11,3,0.173,0.954,0,1
TXN-003018,107104.18,UPI,230,522,11,1,0.34,0.356,1,1
TXN-003019,141233.59,WALLET,904,1303,22,1,0.17,0.344,0,1
TXN-003020,24566.23,NETBANKING,172,1489,5,2,0.342,0.29,0,0
TXN-003021,119384.99,WALLET,159,601,4,0,0.416,0.971,1,1
TXN-003022,87608.82,NETBANKING,1638,1321,15,1,0.528,0.841,0,0
TXN-003023,44623.29,NETBANKING,2110,1375,30,2,0.746,0.431,0,1
TXN-003024,26829.54,UPI,668,581,18,4,0.33,0.535,0,1
TXN-003025,127367.35,CARD,980,1388,20,2,0.94,0.583,1,0
TXN-003026,63319.7,UPI,2000,845,1,5,0.555,0.323,0,1
TXN-003027,107789.78,CARD,1004,1180,17,0,0.694,0.241,1,1
TXN-003028,113905.1,CARD,2230,459,8,2,0.424,0.625,0,1
TXN-003029,101081.42,UPI,1500,448,7,3,0.28,0.808,0,1
TXN-003030,19482.13,WALLET,2012,340,17,3,0.071,0.319,0,0
TXN-003031,99041.53,NETBANKING,1896,1428,30,4,0.668,0.296,0,0
TXN-003032,91779.65,NETBANKING,1507,53,29,2,0.324,0.649,0,0
TXN-003033,94768.03,WALLET,470,616,17,2,0.875,0.957,0,1
TXN-003034,93677.42,CARD,1282,269,24,5,0.897,0.143,0,0
TXN-003035,116068.65,CARD,305,808,21,2,0.096,0.067,0,1
TXN-003036,136160.87,WALLET,1210,1456,10,2,0.149,0.804,0,1
TXN-003037,57919.02,NETBANKING,1898,415,1,4,0.731,0.547,0,1
TXN-003038,109344.39,CARD,706,1482,30,0,0.786,0.738,0,1
TXN-003039,105364.38,CARD,1788,479,10,5,0.835,0.786,1,1
TXN-003040,119602.82,UPI,2260,80,12,5,0.83,0.165,0,0
TXN-003041,9263.48,UPI,1157,980,20,2,0.089,0.8,0,1
TXN-003042,61054.78,UPI,2268,1218,3,0,0.204,0.303,0,0
TXN-003043,106536.85,WALLET,282,414,7,4,0.767,0.623,0,1
TXN-003044,62460.01,CARD,2022,490,10,1,0.116,0.116,0,0
TXN-003045,132439.39,CARD,2059,172,8,0,0.092,0.592,0,1
TXN-003046,78893.81,UPI,2278,1117,21,4,0.711,0.578,0,0
TXN-003047,23751.71,UPI,2345,221,22,4,0.869,0.036,0,0
TXN-003048,28909.77,WALLET,2301,1490,27,5,0.207,0.442,0,0
TXN-003049,132162.13,WALLET,2004,111,10,5,0.88,0.991,0,1
TXN-003050,98313.68,UPI,472,1037,26,3,0.291,0.321,0,1
TXN-003051,30971.04,CARD,94,510,9,2,0.592,0.43,0,0
TXN-003052,77933.87,WALLET,1413,119,27,5,0.496,0.347,0,0
TXN-003053,97987.52,CARD,927,155,27,3,0.756,0.209,0,0
TXN-003054,99354.34,UPI,381,1336,28,5,0.744,0.769,0,0
TXN-003055,145659.56,CARD,2349,1254,13,1,0.06,0.399,0,1
TXN-003056,89111.82,NETBANKING,1650,1224,28,3,0.397,0.605,0,1
TXN-003057,69235.76,UPI,2020,222,24,5,0.318,0.819,0,0
TXN-003058,9948.63,UPI,2292,862,7,1,0.183,0.298,0,0
TXN-003059,80224.06,WALLET,1201,585,29,5,0.542,0.526,0,1
TXN-003060,50324.56,UPI,2367,1010,6,1,0.525,0.889,1,0
TXN-003061,82606.4,NETBANKING,1124,730,11,0,0.212,0.769,1,0
TXN-003062,144581.9,NETBANKING,2128,339,25,1,0.428,0.543,0,1
TXN-003063,131717.36,CARD,596,493,18,0,0.033,0.695,0,1
TXN-003064,77880.39,WALLET,1725,561,17,3,0.738,0.944,0,1
TXN-003065,73714.96,UPI,534,80,13,1,0.106,0.333,0,0
TXN-003066,5693.73,NETBANKING,1468,1052,10,0,0.513,0.111,0,0
TXN-003067,55543.73,CARD,2229,231,23,2,0.711,0.703,0,1
TXN-003068,57243.25,UPI,1258,792,30,0,0.86,0.877,0,1
TXN-003069,25041.25,UPI,1364,700,11,5,0.631,0.379,0,0
TXN-003070,59795.66,CARD,1556,1038,25,2,0.925,0.943,0,1
TXN-003071,148296.93,UPI,813,595,29,5,0.273,0.686,0,0
TXN-003072,53190.43,WALLET,1737,59,1,1,0.992,0.851,0,0
TXN-003073,20736.26,WALLET,614,452,17,3,0.8,0.472,0,0
TXN-003074,97779.79,WALLET,851,800,26,4,0.232,0.368,0,0
TXN-003075,94684.04,UPI,2399,397,9,0,0.781,0.605,0,0
TXN-003076,136041.89,UPI,2227,233,3,1,0.412,0.693,0,1
TXN-003077,122455.35,NETBANKING,2302,558,7,5,0.961,0.813,0,1
TXN-003078,25990.81,WALLET,2337,678,23,5,0.576,0.876,0,0
TXN-003079,89128.28,NETBANKING,1045,584,20,5,0.387,0.576,0,0
TXN-003080,147147.64,WALLET,1449,892,5,3,0.343,0.5,0,1
TXN-003081,139539.74,UPI,1831,420,9,2,0.461,0.662,0,0
TXN-003082,35211.81,UPI,1677,1458,7,4,0.228,0.162,0,0
TXN-003083,103059.05,UPI,218,186,15,0,0.465,0.966,0,0
TXN-003084,93482.08,NETBANKING,1837,830,3,5,0.738,0.041,0,0
TXN-003085,13570.34,NETBANKING,712,1282,23,5,0.848,0.8,0,0
TXN-003086,118097.6,CARD,874,990,6,5,0.535,0.472,0,0
TXN-003087,86109.37,UPI,853,99,30,1,0.415,0.326,0,0
TXN-003088,70905.73,UPI,1400,1061,18,1,0.884,0.729,0,0
TXN-003089,101302.85,NETBANKING,299,1478,30,0,0.488,0.577,0,1
TXN-003090,45174.45,WALLET,1056,522,13,5,0.65,0.968,1,1
TXN-003091,86526.7,NETBANKING,1243,354,24,2,0.873,0.489,1,0
TXN-003092,27790.23,WALLET,1978,599,18,5,0.839,0.728,0,1
TXN-003093,84091.59,UPI,603,698,8,1,0.334,0.095,0,0
TXN-003094,24597.33,CARD,1664,990,19,4,0.06,0.409,0,0
TXN-003095,22345.54,WALLET,1477,1473,27,1,0.549,0.215,1,0
TXN-003096,61539.09,WALLET,2170,274,4,5,0.001,0.014,0,0
TXN-003097,112414.56,UPI,1831,96,26,1,0.487,0.777,1,0
TXN-003098,105786.81,WALLET,2376,461,6,0,0.499,0.841,0,1
TXN-003099,40770.85,CARD,1783,1008,24,2,0.541,0.865,0,1
TXN-003100,127878.08,NETBANKING,1102,697,13,2,0.442,0.427,0,0
TXN-003101,13562.86,CARD,2057,211,15,4,0.271,0.477,0,0
TXN-003102,120989.15,CARD,1259,684,25,1,0.755,0.061,0,1
TXN-003103,148755.14,CARD,239,444,5,5,0.389,0.952,0,1
TXN-003104,138968.13,WALLET,913,495,1,4,0.911,0.759,0,0
TXN-003105,5979.44,WALLET,931,687,3,3,0.515,0.147,0,0
TXN-003106,111720.28,NETBANKING,501,257,11,5,0.558,0.482,1,1
TXN-003107,119803.16,CARD,1637,1482,30,3,0.6,0.209,0,1
TXN-003108,32643.2,NETBANKING,531,307,18,2,0.697,0.159,1,0
TXN-003109,134291.91,CARD,2037,1381,6,1,0.337,0.58,0,1
TXN-003110,34491.23,WALLET,218,15,18,5,0.584,0.143,0,0
TXN-003111,5201.0,WALLET,46,548,7,1,0.233,0.762,0,0
TXN-003112,55133.44,UPI,524,738,21,3,0.891,0.626,0,1
TXN-003113,66039.24,NETBANKING,466,978,14,4,0.659,0.54,0,0
TXN-003114,105932.48,NETBANKING,1239,1491,27,5,0.144,0.368,1,1
TXN-003115,100340.71,WALLET,1186,62,11,1,0.713,0.629,0,0
TXN-003116,148622.58,WALLET,2140,1085,12,4,0.204,0.726,0,0
TXN-003117,85867.7,CARD,2471,936,20,4,0.469,0.916,1,1
TXN-003118,12137.37,NETBANKING,94,488,6,0,0.594,0.374,1,0
TXN-003119,119700.39,UPI,123,262,11,0,0.396,0.434,1,0
TXN-003120,115135.23,WALLET,1875,458,10,3,0.418,0.094,0,1
TXN-003121,83971.13,NETBANKING,365,1497,1,1,0.528,0.185,0,0
TXN-003122,22990.32,NETBANKING,1444,1160,25,3,0.242,0.677,0,0
TXN-003123,147869.58,CARD,2444,1237,9,4,0.337,0.596,0,0
TXN-003124,52245.16,NETBANKING,1699,742,14,5,0.653,0.198,0,0
TXN-003125,32658.34,UPI,613,187,1,5,0.146,0.807,0,0
TXN-003126,56468.86,CARD,1438,800,22,3,0.205,0.704,0,0
TXN-003127,30755.31,WALLET,1098,1156,7,4,0.98,0.426,0,0
TXN-003128,87081.02,UPI,2471,22,10,4,0.519,0.396,0,1
TXN-003129,128842.77,CARD,1694,634,10,3,0.774,0.558,1,1
TXN-003130,77163.3,NETBANKING,1145,188,16,3,0.795,0.787,1,1
TXN-003131,74397.76,WALLET,1199,1449,22,5,0.366,0.95,0,1
TXN-003132,112708.95,CARD,1114,858,14,4,0.835,0.255,0,0
TXN-003133,145282.69,WALLET,2250,117,24,5,0.326,0.501,1,1
TXN-003134,58409.76,NETBANKING,360,1133,7,3,0.542,0.894,0,1
